product_id,name,description,price,cost,category_id,sku,inventory_count,weight,is_active
819,Data With 819,Quality with for everyday use.,323.63,189.48,339,SKU-DY-0000819,430,7.96,true
820,Story Everyone 820,Quality everyone for everyday use.,434.37,179.13,266,SKU-QH-0000820,148,16.02,false
821,Let Win 821,Quality win for everyday use.,499.41,323.15,15,SKU-KL-0000821,92,19.34,true
822,Attorney Approach 822,Quality approach for everyday use.,309.07,207.49,380,SKU-EW-0000822,168,14.10,true
823,Guy Memory 823,Quality memory for everyday use.,445.54,311.30,201,SKU-AB-0000823,0,3.31,true
824,Develop Road 824,Quality road for everyday use.,454.84,275.92,350,SKU-GD-0000824,82,11.76,true
825,On Wide 825,Quality wide for everyday use.,396.97,254.69,448,SKU-BK-0000825,299,2.46,true
826,Win Tv 826,Quality tv for everyday use.,233.69,130.50,306,SKU-KD-0000826,150,15.80,true
827,Condition Believe 827,Quality believe for everyday use.,46.08,19.19,336,SKU-VX-0000827,177,5.70,true
828,Exactly Compare 828,Quality compare for everyday use.,13.80,6.07,128,SKU-TN-0000828,404,13.93,true
829,Affect Song 829,Quality song for everyday use.,241.73,160.02,119,SKU-YJ-0000829,62,18.21,true
830,Unit Including 830,Quality including for everyday use.,250.18,199.70,208,SKU-LA-0000830,198,3.70,true
831,Film How 831,Quality how for everyday use.,207.23,84.20,427,SKU-SC-0000831,93,7.92,true
832,High Rule 832,Quality rule for everyday use.,286.66,178.60,263,SKU-RU-0000832,241,12.98,true
833,Against Senior 833,Quality senior for everyday use.,278.76,195.24,175,SKU-FQ-0000833,166,8.45,true
834,Without Card 834,Quality card for everyday use.,419.28,306.37,390,SKU-HK-0000834,23,3.58,true
835,World Art 835,Quality art for everyday use.,59.67,36.88,427,SKU-NF-0000835,35,0.68,true
836,Cultural Collection 836,Quality collection for everyday use.,117.23,75.96,452,SKU-VK-0000836,427,8.19,true
837,Up Those 837,Quality those for everyday use.,397.73,269.94,150,SKU-MV-0000837,28,13.02,true
838,Way Same 838,Quality same for everyday use.,424.82,315.89,355,SKU-FL-0000838,392,11.52,true
839,Rock Speech 839,Quality speech for everyday use.,497.43,223.30,296,SKU-ZK-0000839,458,3.21,true
840,Property Let 840,Quality let for everyday use.,437.21,336.86,225,SKU-CG-0000840,233,9.07,true
841,Serious Address 841,Quality address for everyday use.,445.60,182.88,199,SKU-YU-0000841,156,7.45,true
842,Energy Reveal 842,Quality reveal for everyday use.,161.28,118.46,58,SKU-VG-0000842,388,5.56,true
843,Movement Read 843,Quality read for everyday use.,204.41,88.04,138,SKU-WK-0000843,492,14.61,true
844,Main Enter 844,Quality enter for everyday use.,138.42,66.14,275,SKU-VX-0000844,60,6.26,false
845,Sense Rule 845,Quality rule for everyday use.,305.50,122.68,444,SKU-EY-0000845,483,10.85,true
846,Hard Hard 846,Quality hard for everyday use.,469.76,271.57,434,SKU-RT-0000846,472,18.47,true
847,Hold Maintain 847,Quality maintain for everyday use.,176.24,94.07,94,SKU-UE-0000847,71,10.83,true
848,Finish Large 848,Quality large for everyday use.,281.15,131.13,340,SKU-TF-0000848,27,12.38,true
849,Gas Treatment 849,Quality treatment for everyday use.,152.36,88.44,43,SKU-GC-0000849,358,1.56,true
850,Determine Newspaper 850,Quality newspaper for everyday use.,89.87,50.41,338,SKU-EZ-0000850,38,3.64,true
851,Rule Will 851,Quality will for everyday use.,102.41,72.41,171,SKU-HK-0000851,301,2.11,true
852,Four Keep 852,Quality keep for everyday use.,34.62,26.22,225,SKU-MT-0000852,32,15.32,true
853,Point Capital 853,Quality capital for everyday use.,474.94,313.95,359,SKU-PN-0000853,346,16.73,true
854,Have Design 854,Quality design for everyday use.,205.01,92.21,213,SKU-WM-0000854,116,3.81,true
855,Whose Since 855,Quality since for everyday use.,418.05,216.62,404,SKU-UX-0000855,48,4.46,true
856,Walk Surface 856,Quality surface for everyday use.,342.57,262.18,267,SKU-SA-0000856,33,6.53,true
857,Will Race 857,Quality race for everyday use.,100.80,43.90,500,SKU-GQ-0000857,94,11.86,true
858,Sea Suffer 858,Quality suffer for everyday use.,92.67,52.15,320,SKU-MG-0000858,270,12.47,true
859,Hospital Center 859,Quality center for everyday use.,407.11,316.33,149,SKU-JB-0000859,38,13.77,true
860,Cup Dog 860,Quality dog for everyday use.,136.76,106.71,388,SKU-FU-0000860,401,18.11,true
861,Thank Professor 861,Quality professor for everyday use.,457.15,258.05,204,SKU-AW-0000861,302,5.97,true
862,Suffer Window 862,Quality window for everyday use.,75.18,50.14,268,SKU-JV-0000862,148,13.21,true
863,Simple Respond 863,Quality respond for everyday use.,340.78,198.57,69,SKU-GV-0000863,494,11.24,false
864,Game Husband 864,Quality husband for everyday use.,408.34,286.40,60,SKU-PW-0000864,329,6.19,true
865,Know Newspaper 865,Quality newspaper for everyday use.,122.21,50.43,288,SKU-BV-0000865,336,18.16,true
866,Value Base 866,Quality base for everyday use.,142.44,65.19,94,SKU-GJ-0000866,87,2.00,true
867,Threat Nothing 867,Quality nothing for everyday use.,482.46,311.51,499,SKU-BY-0000867,356,14.27,true
868,Bank I 868,Quality i for everyday use.,136.70,67.40,428,SKU-RZ-0000868,280,14.58,true
869,Spring Church 869,Quality church for everyday use.,218.39,145.54,351,SKU-PD-0000869,493,18.31,true
870,Month Set 870,Quality set for everyday use.,219.65,118.72,368,SKU-JL-0000870,239,10.42,true
871,Mouth Position 871,Quality position for everyday use.,130.99,98.85,298,SKU-DY-0000871,339,6.50,true
872,Bit Product 872,Quality product for everyday use.,389.23,283.24,31,SKU-YP-0000872,170,16.57,true
873,Follow Less 873,Quality less for everyday use.,387.28,231.26,197,SKU-QS-0000873,20,15.44,true
874,Test Situation 874,Quality situation for everyday use.,192.88,136.78,248,SKU-SB-0000874,64,10.06,true
875,Language Without 875,Quality without for everyday use.,418.54,212.81,458,SKU-NU-0000875,434,15.38,true
876,Mission Mr 876,Quality mr for everyday use.,111.25,66.49,110,SKU-VQ-0000876,369,5.43,true
877,Whose Drive 877,Quality drive for everyday use.,8.12,3.89,249,SKU-XQ-0000877,182,11.83,true
878,Seek None 878,Quality none for everyday use.,288.15,214.49,173,SKU-KL-0000878,349,17.32,true
879,Mention Quality 879,Quality quality for everyday use.,497.06,362.47,68,SKU-SX-0000879,2,6.43,false
880,Require Let 880,Quality let for everyday use.,25.08,19.08,52,SKU-FH-0000880,18,9.72,true
881,Hot Safe 881,Quality safe for everyday use.,108.74,81.66,183,SKU-RU-0000881,254,19.03,true
882,Box Hour 882,Quality hour for everyday use.,262.33,205.62,42,SKU-KR-0000882,313,15.98,true
883,Effort Officer 883,Quality officer for everyday use.,406.10,199.53,34,SKU-AH-0000883,469,17.75,true
884,Main My 884,Quality my for everyday use.,49.98,38.62,176,SKU-YP-0000884,380,7.77,true
885,Include Main 885,Quality main for everyday use.,201.24,126.48,101,SKU-WF-0000885,128,19.93,true
886,Very Gun 886,Quality gun for everyday use.,375.05,213.40,278,SKU-GZ-0000886,408,3.14,false
887,Field Without 887,Quality without for everyday use.,189.53,118.30,9,SKU-ZX-0000887,246,10.42,true
888,Option Within 888,Quality within for everyday use.,99.28,53.32,151,SKU-HV-0000888,413,9.64,true
889,Tree Control 889,Quality control for everyday use.,102.56,52.86,227,SKU-MW-0000889,87,15.99,true
890,Explain Discuss 890,Quality discuss for everyday use.,208.55,103.55,482,SKU-WL-0000890,13,18.18,true
891,Author Suggest 891,Quality suggest for everyday use.,242.82,105.13,318,SKU-HZ-0000891,28,14.65,true
892,Thank Rich 892,Quality rich for everyday use.,431.73,258.44,441,SKU-LL-0000892,496,12.57,true
893,Sense Exactly 893,Quality exactly for everyday use.,323.26,244.10,172,SKU-RY-0000893,40,8.61,true
894,Least Though 894,Quality though for everyday use.,347.05,226.30,225,SKU-DZ-0000894,470,10.26,true
895,Special Realize 895,Quality realize for everyday use.,491.59,299.08,211,SKU-LA-0000895,364,10.24,true
896,Then Point 896,Quality point for everyday use.,209.44,119.68,444,SKU-HM-0000896,73,0.51,true
897,Where Family 897,Quality family for everyday use.,205.25,120.23,480,SKU-SP-0000897,432,10.11,false
898,Remain Against 898,Quality against for everyday use.,462.12,223.53,482,SKU-DM-0000898,72,17.13,false
899,Federal Late 899,Quality late for everyday use.,127.45,92.93,376,SKU-FG-0000899,71,14.21,true
900,Write Seven 900,Quality seven for everyday use.,366.52,175.69,252,SKU-TV-0000900,288,15.93,true
901,Matter Lawyer 901,Quality lawyer for everyday use.,378.75,260.07,271,SKU-DQ-0000901,144,7.87,true
902,Civil Air 902,Quality air for everyday use.,54.30,38.23,491,SKU-LJ-0000902,145,10.63,true
903,Certainly Box 903,Quality box for everyday use.,237.30,149.49,143,SKU-TF-0000903,97,0.77,true
904,Occur Personal 904,Quality personal for everyday use.,105.07,78.30,174,SKU-UK-0000904,304,7.72,true
905,Move Half 905,Quality half for everyday use.,97.57,50.39,449,SKU-CV-0000905,13,9.54,true
906,Easy What 906,Quality what for everyday use.,235.12,176.96,194,SKU-WP-0000906,122,5.18,true
907,Professor Smile 907,Quality smile for everyday use.,148.97,103.05,118,SKU-TD-0000907,277,0.72,true
908,Tough Fine 908,Quality fine for everyday use.,399.24,287.25,281,SKU-JJ-0000908,243,13.84,true
909,Arm Teacher 909,Quality teacher for everyday use.,454.35,302.52,163,SKU-UJ-0000909,350,8.76,true
910,Share Federal 910,Quality federal for everyday use.,402.53,297.28,446,SKU-TH-0000910,108,8.37,true
911,Him Care 911,Quality care for everyday use.,137.41,109.55,455,SKU-QF-0000911,324,5.07,true
912,Enter Point 912,Quality point for everyday use.,141.41,80.33,154,SKU-PB-0000912,380,10.80,false
913,Hard Page 913,Quality page for everyday use.,131.83,95.65,265,SKU-TA-0000913,194,8.82,true
914,Beyond Type 914,Quality type for everyday use.,72.70,50.73,492,SKU-ZW-0000914,128,9.53,true
915,Will Ahead 915,Quality ahead for everyday use.,472.23,274.44,372,SKU-PX-0000915,278,11.66,false
916,Tree Have 916,Quality have for everyday use.,204.60,157.70,108,SKU-VD-0000916,290,0.23,false
917,Before Ago 917,Quality ago for everyday use.,116.99,65.25,296,SKU-TK-0000917,47,18.16,true
918,Buy Scientist 918,Quality scientist for everyday use.,424.25,265.66,310,SKU-WW-0000918,283,1.51,true
919,Explain Image 919,Quality image for everyday use.,203.19,89.89,327,SKU-YL-0000919,77,9.07,true
920,Mr Fish 920,Quality fish for everyday use.,23.34,11.44,13,SKU-ED-0000920,284,4.23,true
921,Interesting Future 921,Quality future for everyday use.,85.99,63.31,150,SKU-DZ-0000921,466,10.52,true
922,Center Clearly 922,Quality clearly for everyday use.,321.78,179.75,428,SKU-QJ-0000922,269,5.68,true
923,Major Result 923,Quality result for everyday use.,392.75,219.01,121,SKU-LE-0000923,381,17.21,true
924,Care How 924,Quality how for everyday use.,110.19,54.92,150,SKU-PL-0000924,155,7.99,true
925,Senior Support 925,Quality support for everyday use.,459.18,273.97,162,SKU-VA-0000925,462,12.81,true
926,Interest Into 926,Quality into for everyday use.,426.38,307.99,89,SKU-YB-0000926,407,5.05,true
927,If Everybody 927,Quality everybody for everyday use.,425.09,322.25,78,SKU-LJ-0000927,459,0.49,true
928,Suffer Read 928,Quality read for everyday use.,118.45,50.70,174,SKU-TR-0000928,371,8.14,true
929,Least Think 929,Quality think for everyday use.,30.95,19.50,438,SKU-EM-0000929,325,10.78,true
930,Teach Film 930,Quality film for everyday use.,434.50,255.01,1,SKU-NM-0000930,263,9.24,true
931,Fine Evening 931,Quality evening for everyday use.,157.06,101.42,142,SKU-AE-0000931,465,19.24,true
932,Film Including 932,Quality including for everyday use.,311.73,180.46,31,SKU-NG-0000932,424,14.17,true
933,Attention Side 933,Quality side for everyday use.,381.41,213.38,281,SKU-PD-0000933,208,19.91,true
934,Especially Gun 934,Quality gun for everyday use.,69.37,40.84,126,SKU-TE-0000934,42,5.97,false
935,Follow Husband 935,Quality husband for everyday use.,391.72,247.88,396,SKU-RW-0000935,1,15.80,true
936,Option Artist 936,Quality artist for everyday use.,469.61,281.95,293,SKU-JD-0000936,116,11.16,false
937,Box Road 937,Quality road for everyday use.,365.81,215.41,392,SKU-AJ-0000937,31,12.27,true
938,Reality Meeting 938,Quality meeting for everyday use.,223.95,162.84,318,SKU-CX-0000938,105,19.72,false
939,Team Wish 939,Quality wish for everyday use.,439.07,306.58,220,SKU-ZZ-0000939,54,13.11,true
940,Activity Concern 940,Quality concern for everyday use.,266.55,143.02,431,SKU-YQ-0000940,491,17.99,true
941,Customer Mr 941,Quality mr for everyday use.,373.91,269.30,239,SKU-HL-0000941,47,14.54,true
942,Tough Rule 942,Quality rule for everyday use.,411.32,304.98,475,SKU-GW-0000942,314,2.63,true
943,Explain Mention 943,Quality mention for everyday use.,376.17,173.56,498,SKU-LK-0000943,176,14.02,false
944,Avoid Clearly 944,Quality clearly for everyday use.,148.19,93.82,295,SKU-SJ-0000944,87,9.74,true
945,Green Him 945,Quality him for everyday use.,64.20,33.01,338,SKU-JF-0000945,351,18.38,false
946,Mouth Center 946,Quality center for everyday use.,123.73,86.08,128,SKU-BA-0000946,486,16.16,true
947,Sound Short 947,Quality short for everyday use.,254.41,126.06,408,SKU-KZ-0000947,396,2.17,false
948,Remain Candidate 948,Quality candidate for everyday use.,255.60,170.88,336,SKU-GR-0000948,488,2.76,true
949,Design Walk 949,Quality walk for everyday use.,293.82,147.51,452,SKU-HH-0000949,295,1.49,true
950,Same Film 950,Quality film for everyday use.,201.17,121.60,134,SKU-DP-0000950,337,9.92,true
951,Write Light 951,Quality light for everyday use.,394.71,307.66,394,SKU-RJ-0000951,73,1.71,true
952,Win Also 952,Quality also for everyday use.,457.09,252.55,236,SKU-NM-0000952,427,14.50,true
953,Suggest Yet 953,Quality yet for everyday use.,127.87,95.94,93,SKU-GS-0000953,374,11.09,true
954,Successful Ball 954,Quality ball for everyday use.,369.83,293.93,86,SKU-PB-0000954,127,16.73,true
955,Part Work 955,Quality work for everyday use.,340.91,255.66,282,SKU-MK-0000955,177,5.67,true
956,Bill Reduce 956,Quality reduce for everyday use.,264.40,123.30,160,SKU-VH-0000956,306,10.43,true
957,Case Range 957,Quality range for everyday use.,99.12,72.15,51,SKU-YQ-0000957,6,2.44,true
958,Point Relate 958,Quality relate for everyday use.,398.83,164.66,214,SKU-DK-0000958,409,17.70,true
959,Recent Where 959,Quality where for everyday use.,480.54,267.81,327,SKU-XG-0000959,140,3.58,true
960,Task Age 960,Quality age for everyday use.,362.58,271.32,160,SKU-SU-0000960,37,2.14,true
961,Move Image 961,Quality image for everyday use.,459.41,310.33,478,SKU-SC-0000961,165,4.18,true
962,Surface Ahead 962,Quality ahead for everyday use.,492.18,301.75,390,SKU-JJ-0000962,418,16.14,true
963,Only On 963,Quality on for everyday use.,179.90,99.87,257,SKU-JX-0000963,137,2.21,true
964,Agreement Network 964,Quality network for everyday use.,321.27,232.89,468,SKU-AN-0000964,270,12.33,true
965,Remember Personal 965,Quality personal for everyday use.,240.11,164.19,217,SKU-ZX-0000965,406,14.95,true
966,Change Send 966,Quality send for everyday use.,493.38,289.79,70,SKU-QZ-0000966,16,15.05,false
967,Professor Yeah 967,Quality yeah for everyday use.,52.33,39.61,18,SKU-KQ-0000967,380,3.88,false
968,You Oil 968,Quality oil for everyday use.,209.70,103.17,470,SKU-PB-0000968,144,1.33,true
969,Relationship Join 969,Quality join for everyday use.,438.51,205.29,480,SKU-AX-0000969,348,9.03,false
970,Lay Agency 970,Quality agency for everyday use.,146.31,96.14,370,SKU-EJ-0000970,94,4.13,false
971,Check Easy 971,Quality easy for everyday use.,395.16,311.70,52,SKU-QP-0000971,69,14.02,true
972,Without Capital 972,Quality capital for everyday use.,195.08,97.33,147,SKU-NZ-0000972,394,7.20,true
973,Discover Price 973,Quality price for everyday use.,490.10,244.99,21,SKU-UY-0000973,404,9.04,true
974,Federal Both 974,Quality both for everyday use.,442.45,201.67,26,SKU-RZ-0000974,491,2.36,true
975,Couple Teacher 975,Quality teacher for everyday use.,154.84,115.24,124,SKU-QP-0000975,339,11.39,true
976,Case Yet 976,Quality yet for everyday use.,386.47,189.59,287,SKU-VW-0000976,233,3.79,true
977,Toward Meeting 977,Quality meeting for everyday use.,172.40,103.66,33,SKU-BX-0000977,97,13.61,true
978,Write Area 978,Quality area for everyday use.,305.53,243.31,493,SKU-SX-0000978,147,1.52,false
979,Improve Dream 979,Quality dream for everyday use.,331.28,134.12,228,SKU-TY-0000979,324,19.52,true
980,Meeting Receive 980,Quality receive for everyday use.,415.81,258.88,132,SKU-GE-0000980,173,13.72,true
981,Pattern Garden 981,Quality garden for everyday use.,18.07,10.93,259,SKU-EG-0000981,242,3.72,true
982,Reveal Bad 982,Quality bad for everyday use.,114.75,82.96,396,SKU-FL-0000982,84,0.38,true
983,Send Hour 983,Quality hour for everyday use.,357.68,193.90,157,SKU-ED-0000983,220,6.76,false
984,Trial Suffer 984,Quality suffer for everyday use.,284.37,160.42,24,SKU-NV-0000984,119,3.14,true
985,Article Clearly 985,Quality clearly for everyday use.,250.82,117.18,26,SKU-DN-0000985,56,4.45,true
986,Half Remain 986,Quality remain for everyday use.,33.26,23.16,426,SKU-RS-0000986,66,17.47,true
987,Meet Pass 987,Quality pass for everyday use.,178.04,127.10,56,SKU-CT-0000987,259,12.10,true
988,Approach Old 988,Quality old for everyday use.,433.35,197.03,318,SKU-AF-0000988,183,3.61,false
989,Use Product 989,Quality product for everyday use.,21.25,11.84,193,SKU-HW-0000989,50,11.18,true
990,Occur Budget 990,Quality budget for everyday use.,201.83,152.82,389,SKU-EU-0000990,257,5.19,true
991,Yet Sea 991,Quality sea for everyday use.,472.89,189.67,31,SKU-ZZ-0000991,82,19.53,true
992,Audience Professor 992,Quality professor for everyday use.,31.13,16.17,449,SKU-HC-0000992,7,0.75,true
993,He Condition 993,Quality condition for everyday use.,376.34,234.09,350,SKU-FU-0000993,66,14.67,true
994,Natural Late 994,Quality late for everyday use.,133.25,71.11,225,SKU-ER-0000994,224,15.48,true
995,Boy Author 995,Quality author for everyday use.,434.09,220.87,104,SKU-JU-0000995,478,1.44,true
996,Remain Now 996,Quality now for everyday use.,374.55,218.74,489,SKU-QQ-0000996,121,3.52,true
997,Body Body 997,Quality body for everyday use.,443.53,209.62,152,SKU-UY-0000997,142,7.75,true
998,Remember Occur 998,Quality occur for everyday use.,112.66,68.93,246,SKU-JN-0000998,121,17.38,true
999,Network Somebody 999,Quality somebody for everyday use.,268.45,183.27,198,SKU-RV-0000999,177,10.79,true
1000,Service Education 1000,Quality education for everyday use.,390.95,246.34,116,SKU-MJ-0001000,359,13.14,true
